circular_no,name,date,link
8.4.28,Interest Rate applicable for HAM Projects- Interest under Article 23.6.4,02.07.2021,https://library.nhai.org/nhailibrary/Assets/Pdf/8.4.28.pdf
8.4.27,Interest Rate applicable for HAM Projects- Interest under Article 23.06.4-reg.,07.04.2021,https://library.nhai.org/nhailibrary/Assets/Pdf/8.4.27.pdf
8.4.26,Internal Guidelines for calculation of Termination Payments of Road Projects on BOT (Toll) Mode-Modification to the Internal Guidelines No. 8.4.24/2021 dated 03.02.2021.,04.03.2021,https://library.nhai.org/nhailibrary/Assets/Pdf/8.4.26.pdf
8.4.25,Policy circular for processing refinancing proposal for PPP Projects.,02.03.2021,https://library.nhai.org/nhailibrary/Assets/Pdf/8.4.25.pdf
8.4.24,Internal Guidelines for calculation of Termination Payments of Road Projects on BOT (Toll) Mode.,03.02.2021,https://library.nhai.org/nhailibrary/Assets/Pdf/8.4.24.pdf
8.4.23,Interest Rate Applicable for HAM Projects-Interest under clause 23.6.4,05.01.2021,https://library.nhai.org/nhailibrary/Assets/Pdf/8.4.23.pdf
8.4.22,Clarification on calculation of Price Index Multiple in HAM Projects - reg.,02.12.2020,https://library.nhai.org/nhailibrary/Assets/Pdf/8.4.22.pdf
8.4.21,Interest Rate Applicable for HAM Projects-Interest under clause 23.6.4.,26.11.2020,https://library.nhai.org/nhailibrary/Assets/Pdf/8.4.21.pdf
8.4.20,COVID-19 Loan to the BOT (Toll) Concessionaires ÃƒÂ¢Ã¢â€šÂ¬Ã¢â‚¬Å“ reg.,26.05.2020,https://library.nhai.org/nhailibrary/Assets/Pdf/8.4.20.pdf
8.4.19,Qualification criteria in case of Harmonious Substitutions of existing Concessionaires or selected bidders/consortiums by Fund Houses,24.02.2020,https://library.nhai.org/nhailibrary/Assets/Pdf/8.4.19.pdf
8.4.18,Policy circular- Delegation of power for Permitting 100% equity divestment after two years of construction completion for all BOT projects Irrespective of year of award- Reg.,15.10.2018,https://library.nhai.org/nhailibrary/Assets/Pdf/8.4.18.pdf
8.4.17,Standard Operating Procedure (SoP) for providing relief to Concessionaries on account of suspension of collection of user fee due to demonetization of Rs. 500 and Rs. 1000 currency notes ÃƒÂ¢Ã¢â€šÂ¬Ã¢â‚¬Å“reg.,13.03.2018,https://library.nhai.org/nhailibrary/Assets/Pdf/8.4.17.pdf
8.4.16,Payment of concession fees during subsistence of force mujeure and interpretation of relevant clauses relating to force majeure in the concession agreement.,10.08.2017,https://library.nhai.org/nhailibrary/Assets/Pdf/8.4.16.pdf
8.4.15,Clarifications regarding release of Viability Gap Funding (VGF).,20.06.2017,https://library.nhai.org/nhailibrary/Assets/Pdf/8.4.15.pdf
8.4.14,Rationalised compensation to concessionaires in case of delay not attributable to Concessionaires for languishing highway projects on BOT mode,19.01.2016,https://library.nhai.org/nhailibrary/Assets/Pdf/8.4.14.pdf
8.4.13,Permitting 100% equity divestment after two years of construction completion for all BOT projects irrespective of year of award.,19.11.2015,https://library.nhai.org/nhailibrary/Assets/Pdf/8.4.13.pdf
8.4.12,Permitting 100% equity divestment after two years of construction completion for all BOT projects irrespective of year of award.,09.09.2015,https://library.nhai.org/nhailibrary/Assets/Pdf/8.4.12.pdf
8.4.11,Clarifications regarding release of Viability Gap Funding (VGF),06.07.2015,https://library.nhai.org/nhailibrary/Assets/Pdf/8.4.11.pdf
8.4.10,Permitting 100% equity divestment after two years of construction completion for all BOT projects irrespective of year of award.,09.06.2015,https://library.nhai.org/nhailibrary/Assets/Pdf/8.4.10.pdf
8.4.9,One time fund infusion to revive and physically complete languishing BOT projects.,09.06.2015,https://library.nhai.org/nhailibrary/Assets/Pdf/8.4.9.pdf
8.4.8,Structuring/ Re-structuring of projects,24.07.2014,https://library.nhai.org/nhailibrary/Assets/Pdf/8.4.8.pdf
8.4.7,Harmonious substitution of existing concessionaires or the selected bidder/consortium members,29.1.2014,https://library.nhai.org/nhailibrary/Assets/Pdf/8.4.7.pdf
8.4.6,Re-financing/ Re-structuring of loan-NOC reg.,18.11.2013,https://library.nhai.org/nhailibrary/Assets/Pdf/8.4.6.pdf
8.4.5,Restructuring/ refinancing of the debt in the highway projects reg.,5.11.2013,https://library.nhai.org/nhailibrary/Assets/Pdf/8.4.5.pdf
8.4.4,Restructuring/refinancing of debt,13.9.2013,https://library.nhai.org/nhailibrary/Assets/Pdf/8.4.4.pdf
8.4.3,Harmonious substitution of existing concessionaires or the selected bidder/consortium members,17.7.2013,https://library.nhai.org/nhailibrary/Assets/Pdf/8.4.3.pdf
8.4.2,Classification of debt as Secured and Unsecured,26.07.2012,https://library.nhai.org/nhailibrary/Assets/Pdf/8.4.2.pdf
8.4.1,Re-structuring and rationalizing the project cost of PPP projects and re-bidding.,20.05.2009,https://library.nhai.org/nhailibrary/Assets/Pdf/8.4.1.pdf
9.1.15,List of Provisionally Qualified Bidders for EPC Projects to avoid repetitive examination of biding documents by Technical Divisions,21.12.2023,https://library.nhai.org/nhailibrary/Assets/Pdf/9.1.15.pdf
9.1.16,List of Provisionally Qualified Bidders for HAM Projects to avoid repetitive examination of biding documents by Technical Divisions,21.12.2023,https://library.nhai.org/nhailibrary/Assets/Pdf/9.1.16.pdf
9.1.14,Clarification on calculation of Base Date,10.11.2023,https://library.nhai.org/nhailibrary/Assets/Pdf/9.1.14.pdf
9.1.13,"List of Provisionally Qualified Bidders for EPC, HAM and BOT (Toll) Projects to avoid repetitive examination of bidding documents by Technical Divisions - reg.",03.06.2022,https://library.nhai.org/nhailibrary/Assets/Pdf/9.1.13.pdf
9.1.12,Assessment of existing commitments of prospective bidders in EPC projects subsequent to issue of NHAI Policy Guidelines No. 11.32/2021 dated 07.12.2021 to the extent of clause 2.2.2.1 of standard RFP for EPC projects,10.03.2022,https://library.nhai.org/nhailibrary/Assets/Pdf/9.1.12.pdf
9.1.11,Dispensation of physical submission of Bid in various procurement methods - Amendment to RFP clauses -reg.,06.06.2019,https://library.nhai.org/nhailibrary/Assets/Pdf/9.1.11.pdf
9.1.10,Engagement of Financial Consultant for Projects to be implemented on EPC mode-Maintenance of Roster- reg.,27.12.2016,https://library.nhai.org/nhailibrary/Assets/Pdf/9.1.10.pdf
9.1.9,Revision in Delegation of Powers for approval of bids for award of works under EPC/item rate,15.02.2016,https://library.nhai.org/nhailibrary/Assets/Pdf/9.1.9.pdf
9.1.8,Consideration of RFAQ -2013 results declared by MORT&H in the RFQ of EPC projects of NHAI - reg.,19.03.2014,https://library.nhai.org/nhailibrary/Assets/Pdf/9.1.8.pdf
9.1.7,"Delegation of powers for approval of bids for award of works unde EPC/Item rate mode,OMT projects and Collection of User fee.",08.04.2013,https://library.nhai.org/nhailibrary/Assets/Pdf/9.1.7.pdf
9.1.6,Incorporation of agreement item in future works.,11.11.2008,https://library.nhai.org/nhailibrary/Assets/Pdf/9.1.6.pdf
9.1.5,Evaluation of RFQ and legalization of power of attorney in respect of foreign applicant member reg.,25.08.2008,https://library.nhai.org/nhailibrary/Assets/Pdf/9.1.5.pdf
9.1.4,Monitoring of Project Directors working with CM division and review of progress of O & M activities.,14.01.2008,https://library.nhai.org/nhailibrary/Assets/Pdf/9.1.4.pdf
9.1.3,Evaluation of bid capacity for EPC Contracts (NHAI funded) -reg.,06.06.2006,https://library.nhai.org/nhailibrary/Assets/Pdf/9.1.3.pdf
9.1.2,Guidelines for acceptance and award of single tenders.,17.05.2006,https://library.nhai.org/nhailibrary/Assets/Pdf/9.1.2.pdf
9.1.1,Inclusion of Bonus for early completion into Standard Bidding Document for the Civil Work Contracts for NHDP Phase-II,16.02.2005,https://library.nhai.org/nhailibrary/Assets/Pdf/9.1.1.pdf
9.2.41,"Policy Guidelines dated 21.08.2017 on Delegation of Powers, Streamlining in-principle approvals for Change of Scope (COS)/ Reduction in Scope (RIS)- reg.",31.12.2024,https://library.nhai.org/nhailibrary/Assets/Pdf/9.2.41.pdf
9.2.40,Guidelines for monitoring of Projects and issuance of Provisional Certificate of Completion (PCC)/Completion Certificate (CC) - reg.,24.05.2024,https://library.nhai.org/nhailibrary/Assets/Pdf/9.2.40.pdf
9.2.39,Amendment NHAI/Policy Guidelines/ Delegation of Powers/2019 No. 9.2.27/2019 dated 23.09.2019,10.11.2023,https://library.nhai.org/nhailibrary/Assets/Pdf/9.2.39.pdf
9.2.38,Amendment to NHAI/Policy Guidelines/ Public Funded No.9.2.34/2020 dated 10.06.2020,10.11.2023,https://library.nhai.org/nhailibrary/Assets/Pdf/9.2.38.pdf
9.2.37,Engagement of Personnel by Contractor in EPC Projects.,10.11.2023,https://library.nhai.org/nhailibrary/Assets/Pdf/9.2.37.pdf
9.2.36,Start of Construction by Contractor / Concessionaire before appointed date,23.05.2023,https://library.nhai.org/nhailibrary/Assets/Pdf/9.2.36.pdf
9.2.35,Identification of Abnormally Low Bid and seeking of Additional Performance Security/ Bank Guarantee (BG) in case of Abnormally Low Bids for EPC Projects– Reg.,10.05.2022,https://library.nhai.org/nhailibrary/Assets/Pdf/9.2.35.pdf
9.2.34,"Guidelines for determination of Cost of Change of Scope (COS)/ Reduction in Scope (RIS) due to Withdrawal of works/ Alteration(Change/omission in existing item) in Works in Engineering Procurement Contracts (EPC) Projects- Applicable Schedule of Rates, Design Charges, Maintenance Charges regarding.",10.06.2020,https://library.nhai.org/nhailibrary/Assets/Pdf/9.2.34.pdf
9.2.33,Format for conveying the approval of Extension of Time in EPC Projects,26.02.2020,https://library.nhai.org/nhailibrary/Assets/Pdf/9.2.33.pdf
9.2.32,EPC Projects- Guidelines on granting provisional rescheduling of intermediate project milestones pending approval of final EOT for smooth contract administration.,17.01.2020,https://library.nhai.org/nhailibrary/Assets/Pdf/9.2.32.pdf
9.2.31,Instructions for clearing the pending undisputed payments of Consultants & Contractors/Concessionaires and ensuring timely release of payments in future.,20.12.2019,https://library.nhai.org/nhailibrary/Assets/Pdf/9.2.31.pdf
9.2.30,Interest Bearing Working Capital Advance against unbilled executed work to mitigate the cash flow problems of HAM Concessionaire & EPC contractors and modification in Schedule-H of the EPC Contract.,19.11.2019,https://library.nhai.org/nhailibrary/Assets/Pdf/9.2.30.pdf
9.2.29,Hybrid Annuity Model (HAM) Projects ÃƒÂ¢Ã¢â€šÂ¬Ã¢â‚¬Å“ Waiver of damages to the Concessionaires for delay in submission of the Performance Security BG or achieving the Financial Close for the cases where the Authority was not in a position to hand over RoW,05.11.2019,https://library.nhai.org/nhailibrary/Assets/Pdf/9.2.29.pdf
9.2.28,Instructions for clearing the pending undisputed payments of Consultants & Contractors/ Concessionaires and ensuring timely release of payments in future.,22.10.2019,https://library.nhai.org/nhailibrary/Assets/Pdf/9.2.28.pdf
9.2.27,Delegation of Powers - Streamlining in-principle approvals for Change-of-Scope (COS)/ Reduction-in-Scope (RIS),23.09.2019,https://library.nhai.org/nhailibrary/Assets/Pdf/9.2.27.pdf
9.2.26,Interest Bearing Working Capital Advance against unbilled executed work to mitigate the cashflow problems of Contractors of EPC Projects.,16.08.2019,https://library.nhai.org/nhailibrary/Assets/Pdf/9.2.26.pdf
9.2.25,"Determination of Extension of Time (EOT), Payment of Price Adjustment & Damages in EPC Projects and interim payment of 90% of Price Adjustment.",24.07.2019,https://library.nhai.org/nhailibrary/Assets/Pdf/9.2.25.pdf
9.2.24,Regarding Guidelines for discouraging Change of Scope (COS)/Reduction in Scope (RIS).,29.04.2019,https://library.nhai.org/nhailibrary/Assets/Pdf/9.2.24.pdf
9.2.23,Modification of Schedule H of EPC contracts.,12.04.2019,https://library.nhai.org/nhailibrary/Assets/Pdf/9.2.23.pdf
9.2.22,Issuance of Provisional Completion Certificates or Completion Certificates in EPC Projects - reg.,02.08.2018,https://library.nhai.org/nhailibrary/Assets/Pdf/9.2.22.pdf
9.2.21,Amount of Insurance against injury to persons and damage to property under sub clause 3.1 of Schedule-P of Contract Agreement on EPC mode,26.08.2016,https://library.nhai.org/nhailibrary/Assets/Pdf/9.2.21.pdf
9.2.20,Revised delegation of power with respect of Operation & Maintenance (O&M) works for (4/6 lane) stretches maintained by NHAI,02.08.2016,https://library.nhai.org/nhailibrary/Assets/Pdf/9.2.20.pdf
9.2.19,Issue of policy guidelines for delegation of powers for approval of Change of Scope (CoS) in EPC National Highway Projects,25.04.2016,https://library.nhai.org/nhailibrary/Assets/Pdf/9.2.19.pdf
9.2.18,Release of Additional performance Security in item rate contracts.,7.09.2015,https://library.nhai.org/nhailibrary/Assets/Pdf/9.2.18.pdf
9.2.17,Repair and maintenance of entrusted highway stretches,10.10.2014,https://library.nhai.org/nhailibrary/Assets/Pdf/9.2.17.pdf
9.2.16,Check list for monitoring of EPC contracts,31.07.2014,https://library.nhai.org/nhailibrary/Assets/Pdf/9.2.16.pdf
9.2.15,Claims of the Concessionaires/ Contractors in the ongoing BOTEPC projects,30.07.2012,https://library.nhai.org/nhailibrary/Assets/Pdf/9.2.15.pdf
9.2.14,Price adjustment in Item Rate Contracts of NHAI-reg,25.08.2011,https://library.nhai.org/nhailibrary/Assets/Pdf/9.2.14.pdf
9.2.13,Contract Agreements (EPC Works)/ Concessino Agreeemnts (BOT/ Annuity Projects)/ Consultancy Agreements for Feasibility Study & DPR/ Supervision Consultancy and Agreements for Independent Consultancy Services- Authorized Representative of Employer (NHAI),06.06.2011,https://library.nhai.org/nhailibrary/Assets/Pdf/9.2.13.pdf
9.2.12,Policy on prsenting the cosolidated EOT & variation proposals of completed projects the Variation Committee.,01.06.2011,https://library.nhai.org/nhailibrary/Assets/Pdf/9.2.12.pdf
9.2.10,Procedure for submission/approval of proposals for Variation/Executive Committee meetings.,25.03.2011,https://library.nhai.org/nhailibrary/Assets/Pdf/9.2.10.pdf
9.2.11,Policy Decisions taken by Executive Committee in its meeting held on 22.02.2011 are conveyed for strict compliance,1.03.2011,https://library.nhai.org/nhailibrary/Assets/Pdf/9.2.11.pdf
9.2.9,Procedure for timely granting of Extension of Time in Civil Work Contracts,29.12.2008,https://library.nhai.org/nhailibrary/Assets/Pdf/9.2.9.pdf
9.2.8,Procedure for submission of proposals for variations.,03.03.2008,https://library.nhai.org/nhailibrary/Assets/Pdf/9.2.8.pdf
9.2.7,Streamlining the procedure for approval of variations in individual BOQ items (Sub-Clause 51/2 of Conditions of Contract of Standard Bidding document of NHAI),12.04.2006,https://library.nhai.org/nhailibrary/Assets/Pdf/9.2.7.pdf
9.2.6,Guidelines on maintenance and certification of measurement recorded in the Measurement Book,18.11.2004,https://library.nhai.org/nhailibrary/Assets/Pdf/9.2.6.pdf
9.2.5,Engagement of Sub-Contractors uner civil works contracts on NHAI Projects,21.10.2004,https://library.nhai.org/nhailibrary/Assets/Pdf/9.2.5.pdf
9.2.4,Recording in Measurement Books,03.10.2003,https://library.nhai.org/nhailibrary/Assets/Pdf/9.2.4.pdf
9.2.3,Streamlining the procedure for approval of variations,31.12.2002,https://library.nhai.org/nhailibrary/Assets/Pdf/9.2.3.pdf
9.2.2,Delegation of Powers for managing Civil Works and Supervision Consultancy Contracts.,02.03.2000,https://library.nhai.org/nhailibrary/Assets/Pdf/9.2.2.pdf
9.2.1,Measurement Books,21.05.1997,https://library.nhai.org/nhailibrary/Assets/Pdf/9.2.1.pdf
9.3.19,"Clarification to the Bank Rate mentioned in Cl. 19.2.1 of Standard EPC Agreement for National Highways and centrally sponsored Road & Bridge works proposed to be implemented on Engineering, Procurement & Construction (EPC) Mode-reg.",23.02.2021,https://library.nhai.org/nhailibrary/Assets/Pdf/9.3.19.pdf
9.3.18,Payment  of Escaltion of Material Advance,29.05.2012,https://library.nhai.org/nhailibrary/Assets/Pdf/9.3.18.pdf
9.3.17,Price adjustment for variation in Binder Content -reg.,13.01.2012,https://library.nhai.org/nhailibrary/Assets/Pdf/9.3.17.pdf
9.3.16,Minimum Value of IPC under Various Civil Works Contracts,20.09.2006,https://library.nhai.org/nhailibrary/Assets/Pdf/9.3.16.pdf
9.3.15,Release of retention money against bank guarantees.,09.05.2006,https://library.nhai.org/nhailibrary/Assets/Pdf/9.3.15.pdf
9.3.14,Payment of respect of Price Escalation,09.08.2004,https://library.nhai.org/nhailibrary/Assets/Pdf/9.3.14.pdf
9.3.13,Payment of respect of Price Escalation,20.05.2004,https://library.nhai.org/nhailibrary/Assets/Pdf/9.3.13.pdf
9.3.12,For Early Release of retention money.,03.03.2004,https://library.nhai.org/nhailibrary/Assets/Pdf/9.3.12.pdf
9.3.11,Interest of recovery of mobilization advances/ payment of additional advances,26.02.2004,https://library.nhai.org/nhailibrary/Assets/Pdf/9.3.11.pdf
9.3.10,Utilization of Mobilization Advances,12.01.2004,https://library.nhai.org/nhailibrary/Assets/Pdf/9.3.10.pdf
